cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
PER,2023,Latin America & Caribbean,LAC,Peru,PER,2019,national,,,,income,,,2.122,0.0289,0.0075,0.003,0.0101,13.7971,10.4066,,,,,,,,,,,,,,,1.8936,32824861,6550.4475,4311.3532,FALSE,micro,survey
PHL,2023,East Asia & Pacific,EAP,Philippines,PHL,2019,national,,,,consumption,,,2.093,0.0404,0.0068,0.0018,0.008,7.2445,5.4586,,,,,,,,,,,,,,,19.3925,110380804,3589.6136,2557.7651,TRUE,micro,interpolation
PLW,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
PNG,2023,East Asia & Pacific,EAP,Papua New Guinea,PNG,2019,national,,,,consumption,,,2.812,0.4295,0.1725,0.0926,0.2609,4.2632,3.2157,,,,,,,,,,,,,,,2.6999,9542486,2590.4942,,TRUE,micro,extrapolation
POL,2023,Europe & Central Asia,ECA,Poland,POL,2019,national,,,,consumption,,,2.001,0,0,0,0,20.4993,17.2409,,,,,,,,,,,,,,,1.8423,37965475,15053.2394,8818.639,FALSE,micro,survey
PRI,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
PRK,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
PRT,2023,Other High Income Countries,OHI,Portugal,PRT,2019,national,,,,income,,,2.068,0.0015,6e-04,3e-04,8e-04,35.2619,29.4276,,,,,,,,,,,,,,,0.6574,10286263,21617.4116,14100.0951,FALSE,micro,survey
PRY,2023,Latin America & Caribbean,LAC,Paraguay,PRY,2019,national,,,,income,,,2.079,0.0095,0.0016,5e-04,0.002,19.46,13.3391,,,,,,,,,,,,,,,2539.9849,6530026,6229.212,4079.9709,FALSE,micro,survey
PSE,2023,Middle East & North Africa,MNA,West Bank and Gaza,PSE,2019,national,,,,consumption,,,2.055,0.0032,4e-04,1e-04,5e-04,13.7295,11.3416,,,,,,,,,,,,,,,2.0663,4685306,3378.4346,3015.0645,TRUE,micro,extrapolation
PYF,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
QAT,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
ROU,2023,Europe & Central Asia,ECA,Romania,ROU,2019,national,,,,income,,,1.882,0.0169,0.0059,0.0038,0.0048,21.4669,19.0276,,,,,,,,,,,,,,,1.805,19371648,11252.8866,7546.5131,FALSE,micro,survey
RUS,2023,Europe & Central Asia,ECA,Russian Federation,RUS,2019,national,,,,consumption,,,2.054,2e-04,0,3.3182e-06,0,23.7168,17.9012,,,,,,,,,,,,,,,25.2183,144406261,9958.4697,5348.7827,FALSE,micro,survey
RWA,2023,Sub-Saharan Africa,SSA,Rwanda,RWA,2019,national,,,,consumption,,,1.926,0.3693,0.1126,0.048,0.1514,3.5058,2.3553,,,,,,,,,,,,,,,293.705,12835028,871.1099,652.0701,TRUE,micro,extrapolation
SAU,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
SDN,2023,Sub-Saharan Africa,SSA,Sudan,SDN,2019,national,,,,consumption,,,2.963,0.4549,0.137,0.0573,0.1834,3.9489,3.1683,,,,,,,,,,,,,,,6.464,43232093,1950.0316,1744.1969,TRUE,micro,extrapolation
SEN,2023,Sub-Saharan Africa,SSA,Senegal,SEN,2019,national,,,,consumption,,,2.082,0.0783,0.0148,0.0046,0.0181,6.0358,4.4737,,,,,,,,,,,,,,,238.5777,16000781,1409.9708,968.9019,TRUE,micro,extrapolation
SGP,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
SLB,2023,East Asia & Pacific,EAP,Solomon Islands,SLB,2019,national,,,,consumption,,,2.785,0.3956,0.125,0.0548,0.1703,4.1749,3.2197,,,,,,,,,,,,,,,7.7144,674993,2203.9834,1397.6562,TRUE,micro,extrapolation
SLE,2023,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2019,national,,,,consumption,,,1.569,0.0853,0.015,0.0041,0.0176,3.9958,3.043,,,,,,,,,,,,,,,2128.5188,8046828,634.9856,554.1641,TRUE,micro,extrapolation
SLV,2023,Latin America & Caribbean,LAC,El Salvador,SLV,2019,national,,,,income,,,1.948,0.0104,0.0019,5e-04,0.0022,12.9517,9.8868,,,,,,,,,,,,,,,0.515,6280217,4105.6462,3394.1369,FALSE,micro,survey
SMR,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
SOM,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
SRB,2023,Europe & Central Asia,ECA,Serbia,SRB,2019,national,,,,consumption,,,1.871,0,0,0,0,15.2907,13.1989,,,,,,,,,,,,,,,47.9923,6945235,6567.9081,4573.373,FALSE,micro,survey
SSD,2023,Sub-Saharan Africa,SSA,South Sudan,SSD,2019,national,,,,consumption,,,2.327,0.7478,0.3908,0.2456,0.6691,1.9082,1.3498,,,,,,,,,,,,,,,34.92,10447666,787.1836,,TRUE,imputed,extrapolation
STP,2023,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2019,national,,,,consumption,,,2.217,0.1615,0.0399,0.0155,0.0523,5.5713,4.0826,,,,,,,,,,,,,,,11.4289,214599,1676.3963,,TRUE,micro,extrapolation
SUR,2023,Latin America & Caribbean,LAC,Suriname,SUR,2019,urban,,,,income,,,2.582,0.1712,0.1321,0.1218,0.0507,18.836,11.718,,,,,,,,,,,,,,,2.9343,396769,8756.1552,,TRUE,micro,extrapolation
SVK,2023,Europe & Central Asia,ECA,Slovak Republic,SVK,2019,national,,,,income,,,1.978,0.001,2e-04,1e-04,2e-04,26.0436,24.7624,,,,,,,,,,,,,,,0.5793,5454147,18240.7209,10191.2609,FALSE,micro,survey
SVN,2023,Europe & Central Asia,ECA,Slovenia,SVN,2019,national,,,,income,,,1.927,0,0,0,0,43.4498,39.5008,,,,,,,,,,,,,,,0.6389,2088385,24125.392,12934.2198,FALSE,micro,survey
SWE,2023,Other High Income Countries,OHI,Sweden,SWE,2019,national,,,,income,,,2.15,0.0032,0.0024,0.0022,0.0029,57.7012,50.5687,,,,,,,,,,,,,,,9.2232,10278887,53490.3518,24363.0692,FALSE,micro,survey
SWZ,2023,Sub-Saharan Africa,SSA,Eswatini,SWZ,2019,national,,,,consumption,,,2.033,0.3085,0.1057,0.0496,0.1482,5.8893,3.0885,,,,,,,,,,,,,,,6.1177,1169613,3766.063,2385.8188,TRUE,micro,extrapolation
SXM,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
SYC,2023,Sub-Saharan Africa,SSA,Seychelles,SYC,2019,national,,,,income,,,2.032,0.004,8e-04,2e-04,9e-04,23.0576,20.2043,,,,,,,,,,,,,,,9.0271,97625,16747.3433,5783.1309,TRUE,micro,extrapolation
SYR,2023,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2019,national,,,,consumption,,,5.123,0.9489,0.6206,0.4405,1.1432,2.0963,1.5672,,,,,,,,,,,,,,,151.7781,20098251,781.3912,421.7236,TRUE,micro,extrapolation
TCA,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
TCD,2023,Sub-Saharan Africa,SSA,Chad,TCD,2019,national,,,,consumption,,,2.247,0.3346,0.0946,0.0374,0.1236,3.8111,2.878,,,,,,,,,,,,,,,237.6564,16126866,652.7032,486.454,TRUE,micro,extrapolation
TGO,2023,Sub-Saharan Africa,SSA,Togo,TGO,2019,national,,,,consumption,,,2.359,0.3192,0.1017,0.0444,0.1381,4.6098,3.2489,,,,,,,,,,,,,,,246.5965,8243094,837.4929,631.6452,TRUE,micro,extrapolation
THA,2023,East Asia & Pacific,EAP,Thailand,THA,2019,national,,,,consumption,,,1.993,8e-04,2e-04,1e-04,2e-04,16.0433,12.5394,,,,,,,,,,,,,,,13.2873,71307763,6453.8941,3331.8166,FALSE,micro,survey
TJK,2023,Europe & Central Asia,ECA,Tajikistan,TJK,2019,national,,,,consumption,,,1.898,0.0235,0.0052,0.0019,0.0067,7.6947,6.2975,,,,,,,,,,,,,,,2.5948,9337003,1172.0791,815.9631,TRUE,micro,extrapolation
TKM,2023,Europe & Central Asia,ECA,Turkmenistan,TKM,2019,national,,,,consumption,,,2.164,0.012,0.0022,6e-04,0.0026,13.0405,9.3815,,,,,,,,,,,,,,,1.663,6158420,7422.3625,,TRUE,micro,extrapolation
TLS,2023,East Asia & Pacific,EAP,Timor-Leste,TLS,2019,national,,,,consumption,,,3.537,0.6433,0.2015,0.0835,0.2662,3.5563,3.0072,,,,,,,,,,,,,,,0.5748,1280438,1530.8111,823.769,TRUE,micro,extrapolation
TON,2023,East Asia & Pacific,EAP,Tonga,TON,2019,national,,,,consumption,,,1.986,0.0104,0.0023,5e-04,0.0026,8.9147,7.3962,,,,,,,,,,,,,,,1.7136,104951,4633.061,4508.321,TRUE,micro,extrapolation
TTO,2023,Latin America & Caribbean,LAC,Trinidad and Tobago,TTO,2019,national,,,,income,,,2.313,0.0025,0.0012,0.0012,3e-04,30.4953,23.4559,,,,,,,,,,,,,,,4.6616,1519955,15576.4346,,TRUE,group,extrapolation
TUN,2023,Middle East & North Africa,MNA,Tunisia,TUN,2019,national,,,,consumption,,,2.155,8e-04,1e-04,0,1e-04,14.575,12.0356,,,,,,,,,,,,,,,0.7423,12049314,4094.8806,2992.3983,TRUE,micro,extrapolation
TUR,2023,Europe & Central Asia,ECA,Turkiye,TUR,2019,national,,,,consumption,,,1.507,3e-04,0,5.7237e-06,0,22.2029,16.1847,,,,,,,,,,,,,,,1.6467,83481684,11935.3879,6972.1131,FALSE,micro,survey
TUV,2023,East Asia & Pacific,EAP,Tuvalu,TUV,2019,national,,,,consumption,,,2.144,0.0014,1e-04,0,2e-04,12.1256,9.0826,,,,,,,,,,,,,,,1.251,10956,4197.2392,,TRUE,micro,extrapolation
TZA,2023,Sub-Saharan Africa,SSA,Tanzania,TZA,2019,national,,,,consumption,,,2.132,0.4256,0.125,0.0505,0.1642,3.3884,2.397,,,,,,,,,,,,,,,754.6215,59872579,1038.7363,601.2591,TRUE,micro,extrapolation
UGA,2023,Sub-Saharan Africa,SSA,Uganda,UGA,2019,national,,,,consumption,,,2.07,0.3944,0.1236,0.054,0.1686,3.556,2.487,,,,,,,,,,,,,,,1221.0876,42949080,920.0716,679.3153,TRUE,micro,interpolation
UKR,2023,Europe & Central Asia,ECA,Ukraine,UKR,2019,national,,,,consumption,,,2.127,0,0,0,0,14.9213,13.1278,,,,,,,,,,,,,,,7.0057,44386203,2425.635,1997.7584,FALSE,micro,survey
URY,2023,Latin America & Caribbean,LAC,Uruguay,URY,2019,national,,,,income,,,2.091,0.001,4e-04,3e-04,4e-04,28.7793,21.998,,,,,,,,,,,,,,,24.8543,3428409,17563.2082,,FALSE,micro,survey
USA,2023,Other High Income Countries,OHI,United States,USA,2019,national,,,,income,,,2.012,0.01,0.0077,0.0069,0.0248,85.8747,64.7308,,,,,,,,,,,,,,,1,328329953,60698.0113,41117.6343,FALSE,micro,survey
UZB,2023,Europe & Central Asia,ECA,Uzbekistan,UZB,2019,national,,,,consumption,,,1.783,0.1768,0.0478,0.0194,0.063,3.6721,2.8908,,,,,,,,,,,,,,,1521.4752,33580350,3185.3346,2128.7367,TRUE,micro,extrapolation
VCT,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
VEN,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
VGB,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
VIR,2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
VNM,2023,East Asia & Pacific,EAP,Vietnam,VNM,2019,national,,,,consumption,,,1.952,0.0049,0.001,3e-04,0.0012,14.7025,11.7817,,,,,,,,,,,,,,,7807.6123,95776716,3288.3531,1935.0125,TRUE,micro,interpolation
VUT,2023,East Asia & Pacific,EAP,Vanuatu,VUT,2019,national,,,,consumption,,,2.441,0.1443,0.0337,0.0124,0.043,5.5141,4.735,,,,,,,,,,,,,,,117.3665,304404,2838.9883,1820.4999,TRUE,micro,interpolation
WSM,2023,East Asia & Pacific,EAP,Samoa,WSM,2019,national,,,,consumption,,,1.932,0.002,5e-04,2e-04,6e-04,11.1628,8.2884,,,,,,,,,,,,,,,1.8513,211905,4322.4413,2968.6638,TRUE,micro,extrapolation
YEM,2023,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2019,national,,,,consumption,,,2.508,0.677,0.2653,0.1321,0.381,2.499,1.9128,,,,,,,,,,,,,,,255.6836,31546691,1182.5071,,TRUE,micro,extrapolation
ZAF,2023,Sub-Saharan Africa,SSA,South Africa,ZAF,2019,national,,,,consumption,,,2.185,0.2111,0.0715,0.034,0.1013,11.8975,4.7353,,,,,,,,,,,,,,,6.5494,58087055,6189.2892,4046.2205,TRUE,micro,extrapolation
ZMB,2023,Sub-Saharan Africa,SSA,Zambia,ZMB,2019,national,,,,consumption,,,2.177,0.6116,0.3219,0.2062,0.5586,2.9806,1.6115,,,,,,,,,,,,,,,4.2238,18380477,1310.6222,,TRUE,micro,extrapolation
ZWE,2023,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2019,national,,,,consumption,,,2.089,0.383,0.1275,0.0568,0.1738,4.5002,2.6533,,,,,,,,,,,,,,,0.485,15354608,1342.9896,990.4512,FALSE,imputed,survey
ABW,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO,2000,Sub-Saharan Africa,SSA,Angola,AGO,2000,national,,,,consumption,,,2.15,0.2149,0.0916,0.0535,0.1514,7.3614,4.6563,,,,,,,,,,,,,,,107.27,16394062,1840.3538,,TRUE,micro,extrapolation
ALB,2000,Europe & Central Asia,ECA,Albania,ALB,2000,national,,,,consumption,,,2.15,0.018,0.003,9e-04,0.0037,7.0915,5.9729,,,,,,,,,,,,,,,50.3574,3089027,1960.8825,1493.4626,TRUE,micro,interpolation
AND,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,2000,Other High Income Countries,OHI,United Arab Emirates,ARE,2000,national,,,,income,,,2.15,0,0,0,0,111.0347,99.8365,,,,,,,,,,,,,,,2.8348,3275333,59067.6035,,TRUE,group,extrapolation
ARG,2000,Latin America & Caribbean,LAC,Argentina,ARG,2000,urban,,,,income,,,2.15,0.0499,0.0271,0.0207,0.0209,20.1049,12.8203,,,,,,,,,,,,,,,10.8079,33045629,10672.722,6622.0475,FALSE,micro,survey
ARM,2000,Europe & Central Asia,ECA,Armenia,ARM,2000,national,,,,consumption,,,2.15,0.1332,0.0305,0.0105,0.0384,5.0277,3.889,,,,,,,,,,,,,,,167.3122,3168523,1249.6121,1283.5634,TRUE,micro,interpolation
ASM,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,2000,Other High Income Countries,OHI,Australia,AUS,2000,national,,,,income,,,2.15,0.0075,0.0062,0.0054,0.0088,42.4999,34.5777,,,,,,,,,,,,,,,1.5293,19028802,46062.3243,24371.6738,TRUE,micro,interpolation
AUT,2000,Other High Income Countries,OHI,Austria,AUT,2000,national,,,,income,,,2.15,0,0,0,0,51.9758,44.8702,,,,,,,,,,,,,,,0.8309,8011566,38842.8905,21252.0136,FALSE,micro,survey
AZE,2000,Europe & Central Asia,ECA,Azerbaijan,AZE,2000,national,,,,consumption,,,2.15,0.0741,0.0156,0.0054,0.0199,6.1536,4.7289,,,,,,,,,,,,,,,0.487,8048600,1480.809,,TRUE,micro,interpolation
BDI,2000,Sub-Saharan Africa,SSA,Burundi,BDI,2000,national,,,,consumption,,,2.15,0.7881,0.3858,0.232,0.6451,1.6793,1.2747,,,,,,,,,,,,,,,654.4216,6307659,310.0067,211.5453,TRUE,micro,interpolation
BEL,2000,Other High Income Countries,OHI,Belgium,BEL,2000,national,,,,income,,,2.15,0.0031,0.003,0.003,0.0063,54.6848,44.231,,,,,,,,,,,,,,,0.8453,10251250,35674.7913,19033.5861,FALSE,micro,survey
BEN,2000,Sub-Saharan Africa,SSA,Benin,BEN,2000,national,,,,consumption,,,2.15,0.555,0.1967,0.0917,0.2738,2.6476,1.9799,,,,,,,,,,,,,,,219.4763,6998023,888.7302,723.4772,TRUE,micro,extrapolation
BFA,2000,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2000,national,,,,consumption,,,2.15,0.7416,0.3474,0.1995,0.5457,2.1436,1.3542,,,,,,,,,,,,,,,199.7414,11882888,429.8474,360.8064,TRUE,micro,interpolation
BGD,2000,South Asia,SAS,Bangladesh,BGD,2000,national,,,,consumption,,,2.15,0.3332,0.0732,0.0234,0.0896,3.4174,2.6614,,,,,,,,,,,,,,,29.5141,129193327,656.0528,543.9203,FALSE,micro,survey
BGR,2000,Europe & Central Asia,ECA,Bulgaria,BGR,2000,national,,,,consumption,,,2.15,0.0293,0.0065,0.0023,0.008,9.3995,8.0962,,,,,,,,,,,,,,,0.7354,8170172,3721.0514,2083.6228,TRUE,mixed,interpolation
BHR,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,2000,Europe & Central Asia,ECA,Bosnia and Herzegovina,BIH,2000,national,,,,consumption,,,2.15,0.0033,0.0014,7e-04,0.0021,12.9216,10.9579,,,,,,,,,,,,,,,0.7819,4179350,2554.5646,2202.8161,TRUE,micro,extrapolation
BLR,2000,Europe & Central Asia,ECA,Belarus,BLR,2000,national,,,,consumption,,,2.15,0.1364,0.0352,0.014,0.0465,4.646,3.9803,,,,,,,,,,,,,,,6165.2094,9979610,2616.9275,823.4098,FALSE,micro,survey
BLZ,2000,Latin America & Caribbean,LAC,Belize,BLZ,2000,national,,,,income,,,2.15,0.1819,0.0795,0.049,0.125,8.121,4.8217,,,,,,,,,,,,,,,1.309,240406,5693.7415,3546.9468,TRUE,micro,extrapolation
BMU,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,2000,Latin America & Caribbean,LAC,Bolivia,BOL,2000,national,,,,income,,,2.15,0.2425,0.1511,0.113,0.309,11.052,5.8186,,,,,,,,,,,,,,,2.6119,8592656,2017.3946,1472.74,FALSE,micro,survey
BRA,2000,Latin America & Caribbean,LAC,Brazil,BRA,2000,national,,,,income,,,2.15,0.137,0.0551,0.0326,0.074,13.3456,6.8843,,,,,,,,,,,,,,,2.3274,175873720,6745.857,4042.6917,TRUE,micro,interpolation
BRB,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,2000,South Asia,SAS,Bhutan,BTN,2000,national,,,,consumption,,,2.15,0.2258,0.0499,0.0154,0.0604,4.9573,3.5052,,,,,,,,,,,,,,,20.4738,587207,1115.6253,533.5193,TRUE,micro,extrapolation
BWA,2000,Sub-Saharan Africa,SSA,Botswana,BWA,2000,national,,,,consumption,,,2.15,0.2897,0.1084,0.0544,0.1595,9.0192,3.7152,,,,,,,,,,,,,,,5.0087,1726985,4917.1127,1485.438,TRUE,mixed,interpolation
CAF,2000,Sub-Saharan Africa,SSA,Central African Republic,CAF,2000,national,,,,consumption,,,2.15,0.7326,0.442,0.3187,0.9117,2.1657,1.1346,,,,,,,,,,,,,,,306.8083,3759170,445.8033,,TRUE,mixed,interpolation
CAN,2000,Other High Income Countries,OHI,Canada,CAN,2000,national,,,,income,,,2.15,0.0025,0.0015,9e-04,0.0022,50.6807,42.7534,,,,,,,,,,,,,,,1.2867,30685730,37923.4865,19185.6919,FALSE,micro,survey
CHE,2000,Other High Income Countries,OHI,Switzerland,CHE,2000,national,,,,income,,,2.15,0,0,0,0,68.6738,55.2997,,,,,,,,,,,,,,,1.3586,7184250,73749.9388,40139.7646,FALSE,micro,survey
CHI,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2000,Latin America & Caribbean,LAC,Chile,CHL,2000,national,,,,income,,,2.15,0.0583,0.0221,0.0135,0.027,13.9555,8.1584,,,,,,,,,,,,,,,478.9957,15351799,8550.7117,4567.0167,FALSE,micro,survey
CHN-R,2000,East Asia & Pacific,EAP,China,CHN,2000,rural,,,,consumption,,,2.15,0.5921,0.21,0.0962,0.295,2.4351,1.8763,,,,,,,,,,,,,,,3.495,809645853,2193.897,818.4512,TRUE,aggregate,interpolation
CHN-U,2000,East Asia & Pacific,EAP,China,CHN,2000,urban,,,,consumption,,,2.15,0.1092,0.0232,0.0081,0.0292,5.087,4.2564,,,,,,,,,,,,,,,4.3185,452999147,2193.897,818.4512,TRUE,aggregate,interpolation
CIV,2000,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2000,national,,,,consumption,,,2.15,0.2822,0.089,0.0394,0.1223,4.1641,3.0153,,,,,,,,,,,,,,,247.1344,16799670,1809.9208,,TRUE,micro,interpolation
CMR,2000,Sub-Saharan Africa,SSA,Cameroon,CMR,2000,national,,,,consumption,,,2.15,0.2969,0.0816,0.0326,0.1075,4.401,3.0508,,,,,,,,,,,,,,,236.9115,15091594,1137.6245,789.2694,TRUE,micro,interpolation
COD,2000,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2000,national,,,,consumption,,,2.15,0.9199,0.5965,0.4268,1.1289,0.969,0.6888,,,,,,,,,,,,,,,630.6055,48616317,339.9694,288.7382,TRUE,micro,extrapolation
COG,2000,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2000,national,,,,consumption,,,2.15,0.5147,0.2083,0.1081,0.3063,3.2556,2.0777,,,,,,,,,,,,,,,285.9693,3134030,2057.7672,710.3277,TRUE,micro,extrapolation
COL,2000,Latin America & Caribbean,LAC,Colombia,COL,2000,national,,,,income,,,2.15,0.175,0.113,0.0963,0.0638,10.0187,5.349,,,,,,,,,,,,,,,1419.3743,39215135,4003.9852,2804.4633,FALSE,micro,survey
COM,2000,Sub-Saharan Africa,SSA,Comoros,COM,2000,national,,,,consumption,,,2.15,0.1483,0.0429,0.0174,0.0576,8.6317,4.6218,,,,,,,,,,,,,,,213.5182,536758,1202.1314,1137.7618,TRUE,micro,extrapolation
CPV,2000,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2000,national,,,,consumption,,,2.15,0.2071,0.0619,0.0269,0.0848,7.1561,4.1346,,,,,,,,,,,,,,,47.6121,458251,2015.3814,,TRUE,micro,extrapolation
CRI,2000,Latin America & Caribbean,LAC,Costa Rica,CRI,2000,national,,,,income,,,2.15,0.0693,0.0334,0.0241,0.0369,13.4951,9.1737,,,,,,,,,,,,,,,372.6693,3979193,7646.0274,4635.9891,FALSE,micro,survey
CUB,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUW,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYM,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,2000,Other High Income Countries,OHI,Cyprus,CYP,2000,national,,,,income,,,2.15,9e-04,7e-04,6e-04,3e-04,38.7167,32.8234,,,,,,,,,,,,,,,0.6682,948237,22383.8574,13663.8184,TRUE,micro,extrapolation
CZE,2000,Europe & Central Asia,ECA,Czech Republic,CZE,2000,national,,,,income,,,2.15,0,0,0,0,23.8435,21.1383,,,,,,,,,,,,,,,13.6514,10255063,12312.4978,6134.9377,TRUE,micro,interpolation
DEU,2000,Other High Income Countries,OHI,Germany,DEU,2000,national,,,,income,,,2.15,0,0,0,0,55.4794,47.9798,,,,,,,,,,,,,,,0.7872,82211508,34490.0758,19513.3305,FALSE,micro,survey
DJI,2000,Middle East & North Africa,MNA,Djibouti,DJI,2000,national,,,,consumption,,,2.15,0.229,0.0701,0.0307,0.0962,4.6828,3.5128,,,,,,,,,,,,,,,104.7365,742033,1594.4937,,TRUE,micro,extrapolation
DMA,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,2000,Other High Income Countries,OHI,Denmark,DNK,2000,national,,,,income,,,2.15,0,0,0,0,52.6258,47.4782,,,,,,,,,,,,,,,7.891,5339616,49241.928,22344.4012,FALSE,micro,survey
DOM,2000,Latin America & Caribbean,LAC,Dominican Republic,DOM,2000,national,,,,income,,,2.15,0.0671,0.024,0.0126,0.0318,13.9435,8.4675,,,,,,,,,,,,,,,24.3906,8540791,4175.171,2977.4048,FALSE,micro,survey
DZA,2000,Middle East & North Africa,MNA,Algeria,DZA,2000,national,,,,consumption,,,2.15,0.0498,0.01,0.0035,0.0125,6.7624,5.5942,,,,,,,,,,,,,,,38.2097,30774621,3138.23,1085.4154,TRUE,group,interpolation
ECU,2000,Latin America & Caribbean,LAC,Ecuador,ECU,2000,national,,,,income,,,2.15,0.2843,0.1166,0.0684,0.167,6.5429,3.6239,,,,,,,,,,,,,,,0.5745,12626507,4227.5525,2599.4688,FALSE,micro,survey
EGY,2000,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2000,national,,,,consumption,,,2.15,0.0148,0.0026,0.001,0.003,6.6396,5.2402,,,,,,,,,,,,,,,4.8435,71371371,2535.5545,1997.9772,TRUE,mixed,interpolation
ERI,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,2000,Other High Income Countries,OHI,Spain,ESP,2000,national,,,,income,,,2.15,0.0068,0.005,0.0039,0.0112,37.2212,30.9513,,,,,,,,,,,,,,,0.7029,40567864,23937.9686,14653.6436,FALSE,micro,survey
EST,2000,Europe & Central Asia,ECA,Estonia,EST,2000,national,,,,consumption,,,2.15,0.0143,0.0029,0.001,0.0036,12.0784,9.6675,,,,,,,,,,,,,,,0.5964,1396985,9960.139,4583.3898,FALSE,micro,survey
ETH,2000,Sub-Saharan Africa,SSA,Ethiopia,ETH,2000,national,,,,consumption,,,2.15,0.5501,0.1595,0.0635,0.2082,2.4285,2.0333,,,,,,,,,,,,,,,8.4964,67031867,265.3271,,TRUE,micro,interpolation
FIN,2000,Other High Income Countries,OHI,Finland,FIN,2000,national,,,,income,,,2.15,0,0,0,0,43.1821,37.3949,,,,,,,,,,,,,,,0.9333,5176209,37884.3913,18265.0686,FALSE,micro,survey
FJI,2000,East Asia & Pacific,EAP,Fiji,FJI,2000,national,,,,consumption,,,2.15,0.0195,0.0034,9e-04,0.004,9.5312,7.2156,,,,,,,,,,,,,,,0.9859,832509,4000.8547,,TRUE,micro,extrapolation
FRA,2000,Other High Income Countries,OHI,France,FRA,2000,national,,,,income,,,2.15,0,0,0,0,48.413,40.5889,,,,,,,,,,,,,,,0.8354,60921384,33592.4668,17585.3704,FALSE,micro,survey
FRO,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
