cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
MNG,2002,East Asia & Pacific,EAP,Mongolia,MNG,2002,national,,,,consumption,,,2.485,0.1869,0.0478,0.0181,0.062,5.062,4.2355,,,,,,,,,,,,,,,873.542,2494617,1649.9388,,TRUE,mixed,interpolation
LCA,2002,Latin America & Caribbean,LAC,St. Lucia,LCA,2002,national,,,,income,,,2.357,0.3075,0.1197,0.0644,0.1848,5.0088,3.5464,,,,,,,,,,,,,,,2.0792,161799,8761.5822,,TRUE,mixed,interpolation
KIR,2002,East Asia & Pacific,EAP,Kiribati,KIR,2002,national,,,,consumption,,,2.587,0.1847,0.0548,0.023,0.0737,5.7102,4.5749,,,,,,,,,,,,,,,0.981,92400,1452.0629,,TRUE,micro,extrapolation
YEM,2002,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2002,national,,,,consumption,,,2.786,0.2061,0.05,0.0178,0.0632,5.7233,4.5664,,,,,,,,,,,,,,,255.6836,19660653,2277.2313,,TRUE,micro,interpolation
CHL,2002,Latin America & Caribbean,LAC,Chile,CHL,2002,national,,,,income,,,2.135,0.0545,0.0215,0.0135,0.0269,13.6721,8.1734,,,,,,,,,,,,,,,478.9957,15693790,8904.5381,4679.7246,TRUE,micro,interpolation
MRT,2002,Sub-Saharan Africa,SSA,Mauritania,MRT,2002,national,,,,consumption,,,2.485,0.3026,0.091,0.0386,0.1221,4.6779,3.5043,,,,,,,,,,,,,,,124.4526,2821703,1215.2513,808.9078,TRUE,micro,interpolation
WSM,2002,East Asia & Pacific,EAP,Samoa,WSM,2002,national,,,,consumption,,,2.515,0.045,0.0082,0.0025,0.0099,10.1305,7.2442,,,,,,,,,,,,,,,1.8513,186630,3330.6617,,FALSE,micro,survey
DJI,2002,Middle East & North Africa,MNA,Djibouti,DJI,2002,national,,,,consumption,,,2.081,0.2143,0.0636,0.0275,0.0869,4.7275,3.5463,,,,,,,,,,,,,,,104.7365,789129,1609.6971,,FALSE,micro,survey
KHM,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,2002,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2002,national,,,,consumption,,,2.118,0.0164,0.003,9e-04,0.0037,13.7745,9.7044,,,,,,,,,,,,,,,13944.9043,67327117,4170.1995,2117.613,TRUE,mixed,interpolation
SLV,2002,Latin America & Caribbean,LAC,El Salvador,SLV,2002,national,,,,income,,,2.577,0.1795,0.0817,0.0505,0.1347,10.2626,6.4463,,,,,,,,,,,,,,,0.515,6011275,3003.6983,2657.8585,FALSE,micro,survey
ALB,2002,Europe & Central Asia,ECA,Albania,ALB,2002,national,,,,consumption,,,2.603,0.0294,0.0049,0.0014,0.006,8.1082,6.6871,,,,,,,,,,,,,,,50.3574,3051010,2247.4981,1685.2031,FALSE,micro,survey
GUY,2002,Latin America & Caribbean,LAC,Guyana,GUY,2002,national,,,,income,,,3.091,0.1752,0.0818,0.0553,0.1889,8.7456,6.311,,,,,,,,,,,,,,,115.6263,760323,3911.9333,,TRUE,micro,extrapolation
DOM,2002,Latin America & Caribbean,LAC,Dominican Republic,DOM,2002,national,,,,income,,,2.788,0.118,0.0414,0.0216,0.0587,13.004,8.3141,,,,,,,,,,,,,,,24.3906,8795101,4340.8999,3045.574,FALSE,micro,survey
PRY,2002,Latin America & Caribbean,LAC,Paraguay,PRY,2002,national,,,,income,,,2.148,0.1324,0.0496,0.0253,0.0719,12.0362,6.6137,,,,,,,,,,,,,,,2539.9849,5286512,3897.7749,2448.2697,FALSE,micro,survey
SOM,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,2002,Latin America & Caribbean,LAC,Peru,PER,2002,national,,,,income,,,2.879,0.2571,0.1048,0.0578,0.1619,9.0068,5.4752,,,,,,,,,,,,,,,1.8936,27334503,3392.9945,2212.5574,FALSE,micro,survey
ECU,2002,Latin America & Caribbean,LAC,Ecuador,ECU,2002,national,,,,income,,,2.537,0.2038,0.082,0.0473,0.1228,9.3904,5.4031,,,,,,,,,,,,,,,0.5745,13070609,4421.9344,2889.9662,TRUE,micro,interpolation
GEO,2002,Europe & Central Asia,ECA,Georgia,GEO,2002,national,,,,consumption,,,2.541,0.1803,0.0552,0.0254,0.0792,5.8402,4.6407,,,,,,,,,,,,,,,0.9247,3978515,1774.6039,,FALSE,micro,survey
GNQ,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERI,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,2002,Middle East & North Africa,MNA,Iraq,IRQ,2002,national,,,,consumption,,,4.913,0.0716,0.0127,0.0036,0.0151,11.005,9.3861,,,,,,,,,,,,,,,586.4968,26255343,3626.3534,,TRUE,micro,extrapolation
MKD,2002,Europe & Central Asia,ECA,North Macedonia,MKD,2002,national,,,,consumption,,,3.456,0.066,0.0162,0.0063,0.0212,12.6282,9.9389,,,,,,,,,,,,,,,22.1667,2020157,3240.1106,2331.808,FALSE,micro,survey
SUR,2002,Latin America & Caribbean,LAC,Suriname,SUR,2002,urban,,,,income,,,2.858,0.2113,0.1515,0.1338,0.0849,13.5792,8.4477,,,,,,,,,,,,,,,2.9343,330069,6312.4416,,TRUE,micro,extrapolation
PSE,2002,Middle East & North Africa,MNA,West Bank and Gaza,PSE,2002,national,,,,consumption,,,3.217,0.043,0.0105,0.0039,0.0136,10.6602,8.5553,,,,,,,,,,,,,,,2.0663,3075373,1836.9656,1864.6799,TRUE,micro,extrapolation
MYS,2002,East Asia & Pacific,EAP,Malaysia,MYS,2002,national,,,,income,,,2.901,0.0502,0.0109,0.0037,0.0136,16.0544,10.6755,,,,,,,,,,,,,,,1.7269,24142445,6506.1075,2683.3339,TRUE,mixed,interpolation
KSV,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,2002,Latin America & Caribbean,LAC,Guatemala,GTM,2002,national,,,,income,,,2.349,0.1222,0.0429,0.0222,0.0638,11.8747,6.9194,,,,,,,,,,,,,,,4.4033,12147518,3239.5608,2652.5053,TRUE,micro,interpolation
BRA,2002,Latin America & Caribbean,LAC,Brazil,BRA,2002,national,,,,income,,,3.014,0.1974,0.0769,0.0425,0.1174,14.0878,7.3052,,,,,,,,,,,,,,,2.3274,180476685,6868.6951,4015.8977,FALSE,micro,survey
DMA,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,2002,Europe & Central Asia,ECA,Uzbekistan,UZB,2002,national,,,,consumption,,,2.341,0.8362,0.3841,0.2086,0.5768,1.6853,1.3487,,,,,,,,,,,,,,,1521.4752,25271850,1348.7638,,FALSE,micro,survey
CRI,2002,Latin America & Caribbean,LAC,Costa Rica,CRI,2002,national,,,,income,,,3.066,0.0802,0.034,0.0215,0.0484,18.6944,11.2923,,,,,,,,,,,,,,,372.6693,4122623,7898.6331,4833.1961,FALSE,micro,survey
GAB,2002,Sub-Saharan Africa,SSA,Gabon,GAB,2002,national,,,,consumption,,,3.518,0.1819,0.0512,0.0207,0.068,9.0174,6.408,,,,,,,,,,,,,,,319.1603,1341696,7357.5667,2158.799,TRUE,micro,extrapolation
KAZ,2002,Europe & Central Asia,ECA,Kazakhstan,KAZ,2002,national,,,,consumption,,,3.531,0.3141,0.0887,0.0358,0.1171,5.897,4.7353,,,,,,,,,,,,,,,125.2634,14858948,5550.5048,2243.2822,FALSE,micro,survey
AGO,2002,Sub-Saharan Africa,SSA,Angola,AGO,2002,national,,,,consumption,,,2.754,0.2901,0.1215,0.0685,0.1952,7.3492,4.7323,,,,,,,,,,,,,,,107.27,17516139,2040.1948,1044.9522,TRUE,micro,interpolation
LBR,2002,Sub-Saharan Africa,SSA,Liberia,LBR,2002,national,,,,consumption,,,3.202,0.6126,0.2364,0.1237,0.3609,3.3814,2.7376,,,,,,,,,,,,,,,47.996,3060599,771.235,,TRUE,micro,extrapolation
VCT,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,2002,Latin America & Caribbean,LAC,Mexico,MEX,2002,national,,,,income,,,3.072,0.1395,0.0444,0.0212,0.0644,12.0083,7.4912,,,,,,,,,,,,,,,9.8615,100917081,8646.1809,5858.9156,FALSE,micro,survey
HND,2002,Latin America & Caribbean,LAC,Honduras,HND,2002,national,,,,income,,,4.989,0.4985,0.2494,0.1597,0.4391,8.8533,5.0177,,,,,,,,,,,,,,,10.8388,7019908,1787.0989,1353.5669,FALSE,micro,survey
THA,2002,East Asia & Pacific,EAP,Thailand,THA,2002,national,,,,consumption,,,3.41,0.1325,0.0268,0.0085,0.0329,9.6845,6.7544,,,,,,,,,,,,,,,13.2873,64222580,3786.3381,2098.3015,FALSE,micro,survey
BOL,2002,Latin America & Caribbean,LAC,Bolivia,BOL,2002,national,,,,income,,,3.663,0.3167,0.1715,0.1207,0.3517,11.4573,6.2367,,,,,,,,,,,,,,,2.6119,8900583,2029.6179,1469.2744,FALSE,micro,survey
JAM,2002,Latin America & Caribbean,LAC,Jamaica,JAM,2002,national,,,,consumption,,,3.959,0.111,0.03,0.0127,0.0415,15.2503,9.559,,,,,,,,,,,,,,,70.3916,2638244,5035.6358,,FALSE,micro,survey
FJI,2002,East Asia & Pacific,EAP,Fiji,FJI,2002,national,,,,consumption,,,4.348,0.1934,0.0488,0.0179,0.0622,9.8278,7.4401,,,,,,,,,,,,,,,0.9859,849891,4125.3267,,TRUE,micro,extrapolation
EGY,2002,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2002,national,,,,consumption,,,2.043,0.0184,0.0029,8e-04,0.0033,6.244,4.9553,,,,,,,,,,,,,,,4.8435,74393759,2574.044,2016.3484,TRUE,mixed,interpolation
SRB,2002,Europe & Central Asia,ECA,Serbia,SRB,2002,national,,,,consumption,,,4.809,0.0311,0.0065,0.0023,0.0082,16.3833,13.4889,,,,,,,,,,,,,,,47.9923,7496522,3640.275,2764.1326,FALSE,micro,survey
TUR,2002,Europe & Central Asia,ECA,Turkiye,TUR,2002,national,,,,consumption,,,4.675,0.2103,0.0595,0.0236,0.0775,11.4081,8.4102,,,,,,,,,,,,,,,1.6467,65988663,6291.6664,3952.7336,FALSE,micro,survey
AZE,2002,Europe & Central Asia,ECA,Azerbaijan,AZE,2002,national,,,,consumption,,,4.413,0.0803,0.011,0.0026,0.0127,8.1522,6.9497,,,,,,,,,,,,,,,0.487,8171950,1754.1356,,FALSE,micro,survey
MNE,2002,Europe & Central Asia,ECA,Montenegro,MNE,2002,national,,,,consumption,,,6.26,0.1317,0.0275,0.0097,0.0351,13.1557,11.2676,,,,,,,,,,,,,,,0.4187,609828,4529.1212,,TRUE,micro,extrapolation
BLR,2002,Europe & Central Asia,ECA,Belarus,BLR,2002,national,,,,consumption,,,4.835,0.4106,0.1197,0.0504,0.1612,6.3353,5.4571,,,,,,,,,,,,,,,6165.2094,9865548,2912.1395,1084.951,FALSE,micro,survey
RUS,2002,Europe & Central Asia,ECA,Russian Federation,RUS,2002,national,,,,consumption,,,5.389,0.1856,0.0491,0.0194,0.0645,12.2599,9.4753,,,,,,,,,,,,,,,25.2183,145306497,5910.1719,2337.5112,FALSE,micro,survey
ARG,2002,Latin America & Caribbean,LAC,Argentina,ARG,2002,urban,,,,income,,,6.634,0.4358,0.2111,0.1331,0.3349,13.0049,7.8445,,,,,,,,,,,,,,,10.8079,33910889,8895.3196,5230.9871,FALSE,micro,survey
JOR,2002,Middle East & North Africa,MNA,Jordan,JOR,2002,national,,,,consumption,,,6.255,0.1871,0.043,0.0149,0.054,13.5679,10.3273,,,,,,,,,,,,,,,0.3292,5275532,3879.8837,,TRUE,mixed,interpolation
MDA,2002,Europe & Central Asia,ECA,Moldova,MDA,2002,national,,,,consumption,,,9.481,0.8907,0.4879,0.3086,0.8168,5.3938,4.2913,,,,,,,,,,,,,,,6.3825,2911385,1547.7778,1140.7041,FALSE,micro,survey
MWI,2003,Sub-Saharan Africa,SSA,Malawi,MWI,2003,national,,,,consumption,,,0.887,0.1501,0.0327,0.011,0.0407,2.5645,1.5878,,,,,,,,,,,,,,,241.9305,12087965,400.3009,,TRUE,micro,interpolation
LSO,2003,Sub-Saharan Africa,SSA,Lesotho,LSO,2003,national,,,,consumption,,,0.759,0.2576,0.1108,0.0655,0.1835,2.3355,1.4823,,,,,,,,,,,,,,,5.244,1993030,795.4037,521.8393,TRUE,micro,interpolation
BEN,2003,Sub-Saharan Africa,SSA,Benin,BEN,2003,national,,,,consumption,,,0.923,0.0762,0.0156,0.0051,0.0192,2.7582,2.0626,,,,,,,,,,,,,,,219.4763,7659208,925.8493,739.325,FALSE,micro,survey
SYR,2003,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2003,national,,,,consumption,,,0.859,1e-04,0,2.612e-06,0,8.8064,6.5992,,,,,,,,,,,,,,,151.7781,17611356,1328.2398,1801.0196,TRUE,micro,interpolation
RWA,2003,Sub-Saharan Africa,SSA,Rwanda,RWA,2003,national,,,,consumption,,,0.801,0.1874,0.0554,0.024,0.0755,2.3912,1.4378,,,,,,,,,,,,,,,293.705,8567992,401.0787,340.0175,TRUE,micro,interpolation
BFA,2003,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2003,national,,,,consumption,,,0.993,0.1574,0.0396,0.0157,0.0523,2.8071,1.8926,,,,,,,,,,,,,,,199.7414,13030591,470.1296,369.218,FALSE,micro,survey
GHA,2003,Sub-Saharan Africa,SSA,Ghana,GHA,2003,national,,,,consumption,,,2.233,0.5085,0.2015,0.1069,0.3042,3.0025,2.2028,,,,,,,,,,,,,,,1.751,21329514,1075.372,,TRUE,micro,interpolation
SLB,2003,East Asia & Pacific,EAP,Solomon Islands,SLB,2003,national,,,,consumption,,,1.305,0.2988,0.1002,0.0475,0.1429,2.888,1.917,,,,,,,,,,,,,,,7.7144,461216,1590.7057,1072.4762,TRUE,micro,extrapolation
ZMB,2003,Sub-Saharan Africa,SSA,Zambia,ZMB,2003,national,,,,consumption,,,1.368,0.3026,0.094,0.0419,0.1296,2.7482,1.9029,,,,,,,,,,,,,,,4.2238,10837973,875.2544,,TRUE,micro,interpolation
NER,2003,Sub-Saharan Africa,SSA,Niger,NER,2003,national,,,,consumption,,,0.989,0.4259,0.1458,0.068,0.205,1.6293,1.1183,,,,,,,,,,,,,,,245.1597,12900790,403.0642,308.8792,TRUE,micro,interpolation
CHN-R,2003,East Asia & Pacific,EAP,China,CHN,2003,rural,,,,consumption,,,0.86,0.0459,0.0066,0.0016,0.0077,2.8205,2.1504,,,,,,,,,,,,,,,3.495,775926016,2797.1768,994.1128,TRUE,aggregate,interpolation
BLZ,2003,Latin America & Caribbean,LAC,Belize,BLZ,2003,national,,,,income,,,1.321,0.0818,0.0384,0.0245,0.0538,9.0306,5.3618,,,,,,,,,,,,,,,1.309,263998,6259.0389,3944.2445,TRUE,micro,extrapolation
PNG,2003,East Asia & Pacific,EAP,Papua New Guinea,PNG,2003,national,,,,consumption,,,1.879,0.4995,0.2163,0.1204,0.3341,2.64,1.8903,,,,,,,,,,,,,,,2.6999,6090980,1842.6132,,TRUE,micro,interpolation
COD,2003,Sub-Saharan Africa,SSA,"Congo, Dem. Rep.",COD,2003,national,,,,consumption,,,1.413,0.8334,0.4583,0.2946,0.7834,0.9421,0.6697,,,,,,,,,,,,,,,630.6055,53205639,330.549,291.4067,TRUE,micro,extrapolation
CIV,2003,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2003,national,,,,consumption,,,1.244,0.1113,0.0312,0.0134,0.0427,3.8794,2.7486,,,,,,,,,,,,,,,247.1344,18116451,1521.8848,,TRUE,micro,interpolation
MAR,2003,Middle East & North Africa,MNA,Morocco,MAR,2003,national,,,,consumption,,,1.305,0.0087,0.0016,5e-04,0.002,7.2992,5.2549,,,,,,,,,,,,,,,4.2908,29661270,2222.937,1295.9214,TRUE,micro,interpolation
TZA,2003,Sub-Saharan Africa,SSA,Tanzania,TZA,2003,national,,,,consumption,,,1.079,0.3286,0.1008,0.0437,0.1368,1.861,1.3877,,,,,,,,,,,,,,,754.6215,37333918,617.1913,435.1475,TRUE,micro,interpolation
MDG,2003,Sub-Saharan Africa,SSA,Madagascar,MDG,2003,national,,,,consumption,,,1.386,0.5459,0.2088,0.1057,0.3046,1.8815,1.2763,,,,,,,,,,,,,,,962.9596,17724310,442.1032,363.6407,TRUE,micro,interpolation
FSM,2003,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2003,national,,,,consumption,,,1.461,0.0228,0.004,0.0013,0.0048,7.9523,5.8534,,,,,,,,,,,,,,,0.9772,111805,2881.4229,,TRUE,micro,extrapolation
IND-R,2003,South Asia,SAS,India,IND,2003,rural,,,,consumption,,,1.585,0.2085,0.0386,0.0112,0.0465,2.7153,2.2246,,,,,,,,,,,,,,,17.092,798147274,828.8888,529.0761,TRUE,micro,interpolation
MLI,2003,Sub-Saharan Africa,SSA,Mali,MLI,2003,national,,,,consumption,,,1.412,0.2771,0.0799,0.033,0.1062,2.8102,2.0512,,,,,,,,,,,,,,,205.2734,12342165,658.1427,414.9444,TRUE,micro,interpolation
IND-U,2003,South Asia,SAS,India,IND,2003,urban,,,,consumption,,,1.591,0.1176,0.0219,0.0065,0.0266,4.0219,3.0444,,,,,,,,,,,,,,,20.7873,319267849,828.8888,529.0761,TRUE,micro,interpolation
NGA,2003,Sub-Saharan Africa,SSA,Nigeria,NGA,2003,national,,,,consumption,,,1.409,0.2894,0.0981,0.0469,0.1398,2.8662,2.1495,,,,,,,,,,,,,,,123.6724,133119801,1769.8826,1770.7151,TRUE,micro,interpolation
NAM,2003,Sub-Saharan Africa,SSA,Namibia,NAM,2003,national,,,,consumption,,,1.275,0.1539,0.0442,0.0188,0.06,6.6985,2.7082,,,,,,,,,,,,,,,6.8983,1915425,3235.7468,1824.4268,TRUE,micro,extrapolation
CHN-U,2003,East Asia & Pacific,EAP,China,CHN,2003,urban,,,,consumption,,,1.046,0.0048,0.0018,0.0014,0.0014,6.2363,5.099,,,,,,,,,,,,,,,4.3185,512473984,2797.1768,994.1128,TRUE,aggregate,interpolation
UGA,2003,Sub-Saharan Africa,SSA,Uganda,UGA,2003,national,,,,consumption,,,1.307,0.3499,0.1065,0.0451,0.1429,2.4859,1.6607,,,,,,,,,,,,,,,1221.0876,26354736,575.0929,434.7605,TRUE,micro,interpolation
SEN,2003,Sub-Saharan Africa,SSA,Senegal,SEN,2003,national,,,,consumption,,,1.38,0.2275,0.059,0.0228,0.0775,3.0396,2.1984,,,,,,,,,,,,,,,238.5777,10434504,1103.9029,835.5846,TRUE,micro,interpolation
TCD,2003,Sub-Saharan Africa,SSA,Chad,TCD,2003,national,,,,consumption,,,1.754,0.4738,0.1651,0.0778,0.2339,2.5097,1.8461,,,,,,,,,,,,,,,237.6564,9196366,473.468,,FALSE,micro,survey
CPV,2003,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2003,national,,,,consumption,,,1.559,0.0847,0.0215,0.0086,0.0285,7.4605,4.4225,,,,,,,,,,,,,,,47.6121,480089,2156.3479,,TRUE,micro,interpolation
IDN-U,2003,East Asia & Pacific,EAP,Indonesia,IDN,2003,urban,,,,consumption,,,1.24,0.0081,0.0013,3e-04,0.0016,4.8289,3.8075,,,,,,,,,,,,,,,5098.1961,98949418,2009.4898,1255.96,FALSE,micro,survey
STP,2003,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2003,national,,,,consumption,,,1.308,0.0423,0.0066,0.0018,0.0078,4.0985,3.3929,,,,,,,,,,,,,,,11.4289,153762,1137.9292,,TRUE,micro,interpolation
VUT,2003,East Asia & Pacific,EAP,Vanuatu,VUT,2003,national,,,,consumption,,,1.46,0.0498,0.0099,0.0032,0.0122,5.2514,4.0888,,,,,,,,,,,,,,,117.3665,207258,2417.7713,1750.5676,TRUE,micro,extrapolation
COG,2003,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2003,national,,,,consumption,,,2.011,0.4829,0.1876,0.0949,0.2721,3.2606,2.0809,,,,,,,,,,,,,,,285.9693,3424653,2060.9389,656.9822,TRUE,micro,extrapolation
NPL,2003,South Asia,SAS,Nepal,NPL,2003,national,,,,consumption,,,1.479,0.1733,0.0371,0.0118,0.0454,3.7308,2.5045,,,,,,,,,,,,,,,30.5129,25682908,579.3608,538.7694,TRUE,micro,interpolation
MOZ,2003,Sub-Saharan Africa,SSA,Mozambique,MOZ,2003,national,,,,consumption,,,1.469,0.638,0.2625,0.1394,0.3955,1.7904,1.1675,,,,,,,,,,,,,,,21.988,19186754,356.1199,270.7164,TRUE,micro,interpolation
HTI,2003,Latin America & Caribbean,LAC,Haiti,HTI,2003,national,,,,income,,,1.854,0.6095,0.3252,0.2161,0.6151,2.7808,1.4075,,,,,,,,,,,,,,,31.1029,8812245,1308.8323,1281.9437,TRUE,micro,interpolation
BDI,2003,Sub-Saharan Africa,SSA,Burundi,BDI,2003,national,,,,consumption,,,1.638,0.613,0.2242,0.1114,0.3343,1.8187,1.3835,,,,,,,,,,,,,,,654.4216,6860846,300.0862,205.2179,TRUE,micro,interpolation
LBN,2003,Middle East & North Africa,MNA,Lebanon,LBN,2003,national,,,,consumption,,,1.432,0,0,0,0,22.1344,18.7772,,,,,,,,,,,,,,,761.8333,4504807,6348.8065,5582.0212,TRUE,micro,extrapolation
SSD,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN-R,2003,East Asia & Pacific,EAP,Indonesia,IDN,2003,rural,,,,consumption,,,1.498,0.0998,0.014,0.0031,0.016,2.8352,2.478,,,,,,,,,,,,,,,4746.8516,124130703,2009.4898,1255.96,FALSE,micro,survey
UKR,2003,Europe & Central Asia,ECA,Ukraine,UKR,2003,national,,,,consumption,,,2.373,0.0187,0.0032,0.001,0.0039,7.6307,6.5357,,,,,,,,,,,,,,,7.0057,47812949,1833.3141,756.6282,FALSE,micro,survey
TGO,2003,Sub-Saharan Africa,SSA,Togo,TGO,2003,national,,,,consumption,,,1.803,0.4508,0.1533,0.0694,0.2107,2.8398,1.9619,,,,,,,,,,,,,,,246.5965,5421001,697.1198,595.5314,TRUE,micro,extrapolation
ARM,2003,Europe & Central Asia,ECA,Armenia,ARM,2003,national,,,,consumption,,,1.958,0.0457,0.0069,0.0019,0.0083,5.2253,4.1675,,,,,,,,,,,,,,,167.3122,3084102,1815.7882,1641.7968,FALSE,micro,survey
GMB,2003,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2003,national,,,,consumption,,,1.805,0.4497,0.1735,0.0892,0.2593,3.081,1.98,,,,,,,,,,,,,,,15.1142,1566257,670.6609,,TRUE,micro,interpolation
ZWE,2003,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2003,national,,,,consumption,,,2.192,0.2168,0.0528,0.017,0.0677,5.5531,3.8637,,,,,,,,,,,,,,,0.485,12075828,1260.3911,,TRUE,group,extrapolation
ROU,2003,Europe & Central Asia,ECA,Romania,ROU,2003,national,,,,consumption,,,2.619,0.0667,0.0135,0.0044,0.0166,6.8292,5.9167,,,,,,,,,,,,,,,1.805,21574326,5407.856,2902.6861,FALSE,micro,survey
TLS,2003,East Asia & Pacific,EAP,Timor-Leste,TLS,2003,national,,,,consumption,,,2.005,0.3645,0.101,0.0394,0.1307,2.9989,2.4133,,,,,,,,,,,,,,,0.5748,926721,954.1104,840.488,TRUE,micro,interpolation
LAO,2003,East Asia & Pacific,EAP,Lao PDR,LAO,2003,national,,,,consumption,,,1.449,0.0501,0.0083,0.0024,0.0101,3.8681,3.0745,,,,,,,,,,,,,,,3133.8118,5689065,1040.3333,746.0594,TRUE,micro,interpolation
VNM,2003,East Asia & Pacific,EAP,Vietnam,VNM,2003,national,,,,consumption,,,1.74,0.1331,0.0281,0.0091,0.0346,4.1945,3.1332,,,,,,,,,,,,,,,7807.6123,81475825,1385.4487,803.3557,TRUE,micro,interpolation
BGD,2003,South Asia,SAS,Bangladesh,BGD,2003,national,,,,consumption,,,2.162,0.3055,0.0644,0.0197,0.078,3.537,2.7488,,,,,,,,,,,,,,,29.5141,136503206,710.98,569.4,TRUE,micro,interpolation
KEN,2003,Sub-Saharan Africa,SSA,Kenya,KEN,2003,national,,,,consumption,,,1.481,0.1902,0.0572,0.0259,0.0814,4.1812,2.7949,,,,,,,,,,,,,,,41.6348,33767122,1165.1661,896.186,TRUE,micro,interpolation
SLE,2003,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2003,national,,,,consumption,,,2.818,0.7541,0.3532,0.2006,,2.4361,1.7484,,,,,,,,,,,,,,,2128.5188,5350907,445.2304,428.4696,TRUE,mixed,interpolation
AFG,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,2003,Sub-Saharan Africa,SSA,Guinea,GIN,2003,national,,,,consumption,,,1.715,0.4052,0.1366,0.0628,0.1904,2.8668,2.0225,,,,,,,,,,,,,,,3446.9322,8772254,651.3053,,TRUE,micro,interpolation
BTN,2003,South Asia,SAS,Bhutan,BTN,2003,national,,,,consumption,,,1.968,0.0904,0.0147,0.0035,0.0169,5.9866,4.233,,,,,,,,,,,,,,,20.4738,634627,1338.5086,644.2875,FALSE,micro,survey
SDN,2003,Sub-Saharan Africa,SSA,Sudan,SDN,2003,national,,,,consumption,,,2.349,0.2517,0.0741,0.0318,0.1008,4.4356,3.5799,,,,,,,,,,,,,,,6.464,28188977,2107.6106,1455.2854,TRUE,micro,extrapolation
BWA,2003,Sub-Saharan Africa,SSA,Botswana,BWA,2003,national,,,,consumption,,,2.26,0.2968,0.1135,0.0584,0.1698,9.7815,3.8295,,,,,,,,,,,,,,,5.0087,1826863,5171.4157,1426.7688,TRUE,micro,interpolation
TUN,2003,Middle East & North Africa,MNA,Tunisia,TUN,2003,national,,,,consumption,,,2.24,0.0364,0.0073,0.0024,0.0091,9.6121,7.3181,,,,,,,,,,,,,,,0.7423,10193798,3021.582,1442.7217,TRUE,mixed,interpolation
CAF,2003,Sub-Saharan Africa,SSA,Central African Republic,CAF,2003,national,,,,consumption,,,2.439,0.7501,0.4439,0.3131,0.8876,2.3506,1.2604,,,,,,,,,,,,,,,306.8083,4026841,426.1596,,TRUE,mixed,interpolation
PHL,2003,East Asia & Pacific,EAP,Philippines,PHL,2003,national,,,,consumption,,,2.167,0.1393,0.0304,0.0098,0.0373,6.0222,4.2299,,,,,,,,,,,,,,,19.3925,82942837,1933.648,1496.3103,FALSE,micro,survey
KGZ,2003,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2003,national,,,,consumption,,,2.508,0.3688,0.091,0.0318,0.1142,3.4408,2.8788,,,,,,,,,,,,,,,19.3727,5043300,786.3517,633.7354,FALSE,micro,survey
NIC,2003,Latin America & Caribbean,LAC,Nicaragua,NIC,2003,national,,,,consumption,,,2.071,0.1648,0.0424,0.0158,0.0543,5.5804,4.0029,,,,,,,,,,,,,,,11.5284,5323062,1463.4607,1130.8185,TRUE,micro,interpolation
MMR,2003,East Asia & Pacific,EAP,Myanmar,MMR,2003,national,,,,consumption,,,2.405,0.712,0.2862,0.1444,0.4143,2.3119,1.7186,,,,,,,,,,,,,,,389.8429,46924293,451.9703,,TRUE,micro,extrapolation
