cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
TZA,2004,Sub-Saharan Africa,SSA,Tanzania,TZA,2004,national,,,,consumption,,,1.092,0.282,0.0832,0.0352,0.1117,2.0671,,,,,,,,,,,,,,,,754.6215,37379766,662.7249,466.3671,TRUE,micro,interpolation
MDG,2004,Sub-Saharan Africa,SSA,Madagascar,MDG,2004,national,,,,consumption,,,1.46,0.5491,0.2012,0.0983,0.2885,1.9176,,,,,,,,,,,,,,,,962.9596,17802992,463.288,381.0825,TRUE,micro,interpolation
FSM,2004,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2004,national,,,,consumption,,,1.491,0.0239,0.0047,0.0015,0.0057,7.8316,5.882,0.3033,0.4236,0.3699,0.022,0.0336,0.0437,0.0541,0.067,0.0794,0.0947,0.1187,0.1619,0.3248,,0.9772,106624,2967.2416,,TRUE,micro,extrapolation
IND-R,2004,South Asia,SAS,India,IND,2004,rural,,,,consumption,,,1.58,0.199,0.0362,0.0104,0.0435,2.7509,,,,,,,,,,,,,,,,17.092,803128396,884.5399,551.2324,TRUE,micro,interpolation
MLI,2004,Sub-Saharan Africa,SSA,Mali,MLI,2004,national,,,,consumption,,,1.353,0.2586,0.0746,0.0308,0.0991,2.7456,,,,,,,,,,,,,,,,205.2734,12369078,666.9554,432.6517,TRUE,micro,interpolation
IND-U,2004,South Asia,SAS,India,IND,2004,urban,,,,consumption,,,1.587,0.1138,0.0209,0.0061,0.0253,4.0844,,,,,,,,,,,,,,,,20.7873,326495070,884.5399,551.2324,TRUE,micro,interpolation
NGA,2004,Sub-Saharan Africa,SSA,Nigeria,NGA,2004,national,,,,consumption,,,1.402,0.2578,0.0831,0.0383,0.1164,2.9537,,,,,,,,,,,,,,,,123.6724,135320420,1878.1507,1723.8322,TRUE,mixed,interpolation
NAM,2004,Sub-Saharan Africa,SSA,Namibia,NAM,2004,national,,,,consumption,,,1.236,0.1144,0.0315,0.013,0.0423,7.3738,,,,,,,,,,,,,,,,6.8983,1907737,3647.4039,1866.6152,TRUE,micro,interpolation
CHN-U,2004,East Asia & Pacific,EAP,China,CHN,2004,urban,,,,consumption,,,1.106,0.0051,0.0019,0.0015,0.0015,6.688,,,,,,,,,,,,,,,,4.3185,533257098,3061.8278,1068.1366,TRUE,aggregate,interpolation
UGA,2004,Sub-Saharan Africa,SSA,Uganda,UGA,2004,national,,,,consumption,,,1.317,0.3316,0.0993,0.0414,0.1324,2.5558,,,,,,,,,,,,,,,,1221.0876,26821300,601.5504,443.6492,TRUE,micro,interpolation
SEN,2004,Sub-Saharan Africa,SSA,Senegal,SEN,2004,national,,,,consumption,,,1.383,0.203,0.0528,0.0211,0.0708,3.1999,,,,,,,,,,,,,,,,238.5777,10810086,1115.0258,825.8472,TRUE,micro,interpolation
TCD,2004,Sub-Saharan Africa,SSA,Chad,TCD,2004,national,,,,consumption,,,1.737,0.318,0.0988,0.0441,0.1372,3.2438,,,,,,,,,,,,,,,,237.6564,9734761,597.7004,,TRUE,micro,interpolation
CPV,2004,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2004,national,,,,consumption,,,1.565,0.0743,0.0182,0.0072,0.0241,7.6253,,,,,,,,,,,,,,,,47.6121,456619,2286.5834,,TRUE,micro,interpolation
IDN-U,2004,East Asia & Pacific,EAP,Indonesia,IDN,2004,urban,,,,consumption,,,1.238,0.0103,0.0012,3e-04,0.0014,4.82,3.7657,0.1905,0.3431,0.2952,0.0338,0.0462,0.0547,0.0633,0.0729,0.0845,0.0981,0.1192,0.1526,0.2746,,5098.1961,100811245,2108.6418,1317.132,FALSE,micro,survey
STP,2004,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2004,national,,,,consumption,,,1.334,0.0538,0.0087,0.0025,0.0104,3.9711,,,,,,,,,,,,,,,,11.4289,153736,1153.5731,,TRUE,micro,interpolation
VUT,2004,East Asia & Pacific,EAP,Vanuatu,VUT,2004,national,,,,consumption,,,1.488,0.0714,0.0159,0.0053,0.0198,4.7342,4.1238,0.2339,0.3735,0.3141,0.027,0.0408,0.0507,0.0613,0.0723,0.0838,0.0983,0.1202,0.1542,0.2913,,117.3665,204123,2552.7475,,TRUE,micro,extrapolation
COG,2004,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2004,national,,,,consumption,,,2,0.4828,0.1873,0.0947,0.2716,3.2466,2.1637,0.3799,0.4733,0.442,0.0196,0.0294,0.0387,0.0474,0.0578,0.0709,0.089,0.1147,0.164,0.3685,,285.9693,3510468,2079.6216,688.2544,TRUE,micro,extrapolation
NPL,2004,South Asia,SAS,Nepal,NPL,2004,national,,,,consumption,,,1.489,0.1536,0.032,0.0101,0.039,3.8498,,,,,,,,,,,,,,,,30.5129,25419337,610.7325,558.9114,TRUE,micro,interpolation
MOZ,2004,Sub-Saharan Africa,SSA,Mozambique,MOZ,2004,national,,,,consumption,,,1.437,0.602,0.2422,0.1271,0.3635,1.8434,,,,,,,,,,,,,,,,21.988,19910549,370.341,272.0079,TRUE,micro,interpolation
HTI,2004,Latin America & Caribbean,LAC,Haiti,HTI,2004,national,,,,income,,,1.85,0.6115,0.328,0.2188,0.6216,2.7577,,,,,,,,,,,,,,,,31.1029,9047082,1270.5004,1157.431,TRUE,micro,interpolation
BDI,2004,Sub-Saharan Africa,SSA,Burundi,BDI,2004,national,,,,consumption,,,1.678,0.6034,0.2082,0.0968,0.2977,1.8974,,,,,,,,,,,,,,,,654.4216,7131688,302.6821,205.3213,TRUE,micro,interpolation
LBN,2004,Middle East & North Africa,MNA,Lebanon,LBN,2004,national,,,,consumption,,,1.528,0,0,0,0,24.4777,26.1167,0.1698,0.3183,0.268,0.0309,0.0476,0.0586,0.0683,0.0786,0.0912,0.1036,0.1215,0.1517,0.2479,,761.8333,4569377,6692.1378,5882.867,TRUE,micro,extrapolation
SSD,2004,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
IDN-R,2004,East Asia & Pacific,EAP,Indonesia,IDN,2004,rural,,,,consumption,,,1.496,0.133,0.0212,0.0054,0.0247,2.7866,2.4452,0.1137,0.2653,0.2214,0.0428,0.0549,0.0641,0.0739,0.083,0.093,0.1045,0.12,0.1435,0.2202,,4746.8516,122474421,2108.6418,1317.132,FALSE,micro,survey
UKR,2004,Europe & Central Asia,ECA,Ukraine,UKR,2004,national,,,,consumption,,,2.364,0.0139,0.0023,6e-04,0.0027,8.5427,7.3702,0.1387,0.2893,0.2424,0.0359,0.052,0.0622,0.0717,0.0813,0.0917,0.1051,0.1216,0.1473,0.2313,,7.0057,47451626,2065.1662,850.4106,FALSE,micro,survey
TGO,2004,Sub-Saharan Africa,SSA,Togo,TGO,2004,national,,,,consumption,,,1.774,0.4629,0.1597,0.073,0.2205,2.7351,1.7547,0.294,0.4221,0.3902,0.0246,0.0359,0.0442,0.0532,0.0635,0.0755,0.093,0.1185,0.165,0.3264,,246.5965,5467770,503.6294,386.2703,TRUE,micro,extrapolation
ARM,2004,Europe & Central Asia,ECA,Armenia,ARM,2004,national,,,,consumption,,,1.976,0.0418,0.0092,0.0033,0.0118,6.4784,4.83,0.2374,0.3751,0.2777,0.0308,0.0451,0.0533,0.0615,0.0702,0.0797,0.0925,0.1094,0.1408,0.3169,,167.3122,3000715,2062.2032,1837.8305,FALSE,micro,survey
GMB,2004,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2004,national,,,,consumption,,,1.853,0.3911,0.1448,0.0721,0.2126,3.5023,,,,,,,,,,,,,,,,15.1142,1496524,751.3964,570.9829,TRUE,micro,interpolation
ZWE,2004,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2004,national,,,,consumption,,,2.211,0.2412,0.0623,0.0213,0.0807,5.2988,3.7989,0.3112,0.4315,0.3884,0.0248,0.0335,0.0426,0.0524,0.0635,0.0766,0.0932,0.1169,0.1583,0.3383,,0.485,12019911,1211.8881,,TRUE,group,extrapolation
ROU,2004,Europe & Central Asia,ECA,Romania,ROU,2004,national,,,,consumption,,,2.563,0.0459,0.0068,0.0013,0.0075,7.6105,6.578,0.149,0.3004,0.2553,0.0338,0.0488,0.0603,0.0707,0.0811,0.0923,0.1058,0.1229,0.1489,0.2354,,1.805,21451748,5981.408,3317.723,FALSE,micro,survey
TLS,2004,East Asia & Pacific,EAP,Timor-Leste,TLS,2004,national,,,,consumption,,,2.032,0.1695,0.0366,0.0117,0.0448,4.0473,,,,,,,,,,,,,,,,0.4231,971889,913.4077,818.3002,TRUE,micro,interpolation
LAO,2004,East Asia & Pacific,EAP,Lao PDR,LAO,2004,national,,,,consumption,,,1.532,0.0575,0.0101,0.0031,0.0124,4.0339,,,,,,,,,,,,,,,,3133.8118,5662199,1111.7245,827.0254,TRUE,micro,interpolation
VNM,2004,East Asia & Pacific,EAP,Vietnam,VNM,2004,national,,,,consumption,,,1.816,0.1282,0.0282,0.0096,0.0351,4.5263,3.4308,0.2213,0.3679,0.3243,0.0292,0.0424,0.0518,0.0608,0.0704,0.0821,0.098,0.1199,0.1577,0.2877,,7807.6123,83062819,1194.9605,787.4142,FALSE,micro,survey
BGD,2004,South Asia,SAS,Bangladesh,BGD,2004,national,,,,consumption,,,2.165,0.2777,0.056,0.0166,0.0673,3.6643,,,,,,,,,,,,,,,,29.5141,136986429,750.9424,604.0152,TRUE,micro,interpolation
KEN,2004,Sub-Saharan Africa,SSA,Kenya,KEN,2004,national,,,,consumption,,,1.536,0.2085,0.065,0.0302,0.0935,4.1466,,,,,,,,,,,,,,,,41.6348,35635267,1160.4385,777.5147,TRUE,micro,interpolation
SLE,2004,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2004,national,,,,consumption,,,2.751,0.7291,0.3232,0.1756,0.4864,2.5213,,,,,,,,,,,,,,,,2128.5188,5433995,469.1316,434.9738,TRUE,micro,interpolation
AFG,2004,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
GIN,2004,Sub-Saharan Africa,SSA,Guinea,GIN,2004,national,,,,consumption,,,1.715,0.3915,0.1297,0.0593,0.1803,2.8884,,,,,,,,,,,,,,,,3446.9322,8925729,655.0855,,TRUE,micro,interpolation
BTN,2004,South Asia,SAS,Bhutan,BTN,2004,national,,,,consumption,,,1.927,0.0726,0.0116,0.0029,0.0135,6.1993,,,,,,,,,,,,,,,,20.4738,638809,1409.648,701.729,TRUE,micro,interpolation
SDN,2004,Sub-Saharan Africa,SSA,Sudan,SDN,2004,national,,,,consumption,,,2.349,0.2497,0.073,0.0314,0.0994,4.4615,3.7724,0.2132,0.354,0.3139,0.0264,0.0418,0.0527,0.0638,0.075,0.0879,0.1037,0.125,0.1569,0.2669,,6.464,30214189,1267.8205,489.223,TRUE,micro,extrapolation
BWA,2004,Sub-Saharan Africa,SSA,Botswana,BWA,2004,national,,,,consumption,,,2.212,0.2756,0.1032,0.0522,0.1532,9.8045,,,,,,,,,,,,,,,,5.0087,1765533,4859.629,1722.268,TRUE,micro,interpolation
TUN,2004,Middle East & North Africa,MNA,Tunisia,TUN,2004,national,,,,consumption,,,2.262,0.0341,0.007,0.0023,0.0087,9.7776,,,,,,,,,,,,,,,,0.7423,10022278,3264.9781,1956.0037,TRUE,mixed,interpolation
CAF,2004,Sub-Saharan Africa,SSA,Central African Republic,CAF,2004,national,,,,consumption,,,2.439,0.7308,0.4162,0.2867,0.8065,2.5318,,,,,,,,,,,,,,,,306.8083,3959883,459.3453,,TRUE,mixed,interpolation
PHL,2004,East Asia & Pacific,EAP,Philippines,PHL,2004,national,,,,consumption,,,2.193,0.1496,0.0327,0.0106,0.0402,6.0679,,,,,,,,,,,,,,,,19.3925,84710544,2017.6742,1551.5916,TRUE,micro,interpolation
KGZ,2004,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2004,national,,,,consumption,,,2.505,0.1994,0.0427,0.0145,0.0534,5.1338,3.9683,0.1967,0.3477,0.3179,0.032,0.0447,0.0538,0.0623,0.0719,0.0846,0.1006,0.1202,0.1581,0.2718,,19.3727,5104700,831.4843,672.5474,FALSE,micro,survey
NIC,2004,Latin America & Caribbean,LAC,Nicaragua,NIC,2004,national,,,,consumption,,,2.11,0.1712,0.0429,0.0156,0.0545,5.5148,,,,,,,,,,,,,,,,11.5284,5364930,1529.1946,1143.672,TRUE,micro,interpolation
MMR,2004,East Asia & Pacific,EAP,Myanmar,MMR,2004,national,,,,consumption,,,2.434,0.6497,0.2423,0.1164,0.3428,2.5979,4.7684,0.2505,0.3807,0.2862,0.0295,0.0438,0.0525,0.0609,0.0697,0.0804,0.0938,0.1121,0.1402,0.3171,,389.8429,48564489,496.4802,,TRUE,micro,extrapolation
DZA,2004,Middle East & North Africa,MNA,Algeria,DZA,2004,national,,,,consumption,,,2.379,0.0368,0.0076,0.0028,0.0094,7.5978,,,,,,,,,,,,,,,,38.2097,32692153,3592.6453,1208.5803,TRUE,group,interpolation
ETH,2004,Sub-Saharan Africa,SSA,Ethiopia,ETH,2004,national,,,,consumption,,,2.201,0.3977,0.0977,0.0333,0.1214,2.969,,,,,,,,,,,,,,,,8.4964,74239508,297.5449,,TRUE,micro,interpolation
LKA,2004,South Asia,SAS,Sri Lanka,LKA,2004,national,,,,consumption,,,1.983,0.0557,0.0086,0.0022,0.0101,6.3698,,,,,,,,,,,,,,,,55.5009,19387153,2130.139,1555.7414,TRUE,micro,interpolation
COM,2004,Sub-Saharan Africa,SSA,Comoros,COM,2004,national,,,,consumption,,,2.544,0.2073,0.0632,0.0273,0.0863,8.6872,4.6516,0.5467,0.5593,0.4433,0.0154,0.0247,0.0324,0.0403,0.0483,0.0594,0.0731,0.0925,0.1331,0.481,,213.5182,597230,1177.2992,1114.2571,FALSE,micro,survey
TJK,2004,Europe & Central Asia,ECA,Tajikistan,TJK,2004,national,,,,consumption,,,2.312,0.2476,0.0622,0.0228,0.0793,4.1621,3.3847,0.1854,0.336,0.2861,0.0319,0.0459,0.0555,0.0651,0.0756,0.0881,0.1016,0.1177,0.153,0.2657,,2.5948,6662391,602.436,,FALSE,micro,survey
ZAF,2004,Sub-Saharan Africa,SSA,South Africa,ZAF,2004,national,,,,consumption,,,2.127,0.3199,0.1084,0.0499,0.1524,8.4413,,,,,,,,,,,,,,,,6.5494,47291610,5373.807,2786.7825,TRUE,mixed,interpolation
TON,2004,East Asia & Pacific,EAP,Tonga,TON,2004,national,,,,consumption,,,2.457,0.0301,0.0079,0.0031,0.0101,11.2807,,,,,,,,,,,,,,,,1.7136,100214,3887.0021,,TRUE,micro,interpolation
COL,2004,Latin America & Caribbean,LAC,Colombia,COL,2004,national,,,,income,,,2.365,0.1399,0.0478,0.024,0.0698,10.5928,5.7895,0.5411,0.5498,0.5085,0.0124,0.023,0.0312,0.0396,0.0494,0.0614,0.0784,0.1041,0.1552,0.4453,,1419.3743,42075953,4257.1627,2894.5679,FALSE,micro,survey
SWZ,2004,Sub-Saharan Africa,SSA,Eswatini,SWZ,2004,national,,,,consumption,,,2.025,0.5079,0.2,0.1023,0.2933,3.5998,,,,,,,,,,,,,,,,6.1177,1026287,2749.3002,1976.0635,TRUE,micro,interpolation
MNG,2004,East Asia & Pacific,EAP,Mongolia,MNG,2004,national,,,,consumption,,,2.537,0.1163,0.0257,0.0087,0.0322,6.3217,,,,,,,,,,,,,,,,873.542,2496394,1951.7134,,TRUE,micro,interpolation
LCA,2004,Latin America & Caribbean,LAC,St. Lucia,LCA,2004,national,,,,income,,,2.368,0.0743,0.0288,0.0176,0.0396,13.3456,,,,,,,,,,,,,,,,2.0792,161821,9799.9326,,TRUE,mixed,interpolation
KIR,2004,East Asia & Pacific,EAP,Kiribati,KIR,2004,national,,,,consumption,,,2.631,0.2062,0.0619,0.0264,0.0838,5.5146,4.4459,0.2337,0.3697,0.2991,0.0255,0.0404,0.0525,0.0631,0.0739,0.0861,0.1002,0.1188,0.147,0.2925,,0.981,90498,1486.3475,,TRUE,micro,extrapolation
YEM,2004,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2004,national,,,,consumption,,,3.056,0.2799,0.0716,0.0263,0.0913,5.3614,,,,,,,,,,,,,,,,255.6836,19540096,2471.617,,TRUE,micro,interpolation
CHL,2004,Latin America & Caribbean,LAC,Chile,CHL,2004,national,,,,income,,,2.081,0.0379,0.0151,0.0096,0.0187,14.3061,,,,,,,,,,,,,,,,478.9957,16014972,9890.075,5421.5167,TRUE,micro,interpolation
MRT,2004,Sub-Saharan Africa,SSA,Mauritania,MRT,2004,national,,,,consumption,,,2.544,0.2811,0.0794,0.0326,0.1056,4.9465,,,,,,,,,,,,,,,,124.4526,2939246,1306.5201,822.8808,TRUE,micro,interpolation
WSM,2004,East Asia & Pacific,EAP,Samoa,WSM,2004,national,,,,consumption,,,2.595,0.0408,0.0069,0.002,0.0083,10.4764,,,,,,,,,,,,,,,,1.8513,178597,3963.2033,,TRUE,micro,interpolation
DJI,2004,Middle East & North Africa,MNA,Djibouti,DJI,2004,national,,,,consumption,,,2.152,0.2268,0.0743,0.0358,0.1099,4.8221,,,,,,,,,,,,,,,,104.7365,771599,1819.6286,,TRUE,micro,interpolation
KHM,2004,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
IRN,2004,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2004,national,,,,consumption,,,2.237,0.0151,0.003,9e-04,0.0037,15.1669,,,,,,,,,,,,,,,,13944.9043,68951279,4513.192,2100.1884,TRUE,mixed,interpolation
SLV,2004,Latin America & Caribbean,LAC,El Salvador,SLV,2004,national,,,,income,,,2.647,0.1556,0.067,0.0415,0.1063,9.7687,6.5228,0.4329,0.4782,0.4513,0.0109,0.0264,0.0383,0.0493,0.0608,0.0752,0.0946,0.1214,0.1668,0.3564,,0.515,6023801,3071.5458,2714.2321,FALSE,micro,survey
ALB,2004,Europe & Central Asia,ECA,Albania,ALB,2004,national,,,,consumption,,,2.642,0.0231,0.0035,0.001,0.0042,8.8037,,,,,,,,,,,,,,,,50.3574,3026939,2522.4487,1944.3365,TRUE,micro,interpolation
GUY,2004,Latin America & Caribbean,LAC,Guyana,GUY,2004,national,,,,income,,,3.091,0.171,0.0795,0.054,0.1846,8.9641,6.0427,0.4373,0.4512,0.3793,0.0109,0.0312,0.0436,0.0545,0.0657,0.0794,0.0957,0.1173,0.1572,0.3445,,115.6263,745737,4025.1907,,TRUE,micro,extrapolation
DOM,2004,Latin America & Caribbean,LAC,Dominican Republic,DOM,2004,national,,,,income,,,3.16,0.2255,0.0796,0.0395,0.1142,9.8768,5.8846,0.4807,0.5206,0.4654,0.014,0.0249,0.0342,0.0434,0.054,0.0665,0.0835,0.1081,0.1543,0.417,,24.3906,8974444,4304.7701,2985.7621,FALSE,micro,survey
PRY,2004,Latin America & Caribbean,LAC,Paraguay,PRY,2004,national,,,,income,,,2.393,0.0729,0.0221,0.0105,0.0309,13.3384,7.8502,0.4855,0.5226,0.4601,0.0144,0.0253,0.0345,0.0434,0.0535,0.0662,0.083,0.1072,0.1527,0.4199,,2539.9849,5730556,3903.3091,2548.0536,FALSE,micro,survey
SOM,2004,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
PER,2004,Latin America & Caribbean,LAC,Peru,PER,2004,national,,,,income,,,2.889,0.2516,0.095,0.0491,0.1412,8.499,5.5719,0.4514,0.4988,0.4604,0.013,0.024,0.034,0.0456,0.0585,0.073,0.0911,0.1172,0.1639,0.3795,,1.8936,27624226,3670.6914,2320.6633,FALSE,micro,survey
ECU,2004,Latin America & Caribbean,LAC,Ecuador,ECU,2004,national,,,,income,,,2.675,0.2074,0.0853,0.0509,0.119,9.5873,5.6041,0.5321,0.5393,0.5003,0.0098,0.0223,0.0318,0.0412,0.0522,0.0655,0.0842,0.1098,0.1589,0.4243,,0.5745,13596390,4725.2324,3045.7662,FALSE,micro,survey
GEO,2004,Europe & Central Asia,ECA,Georgia,GEO,2004,national,,,,consumption,,,2.628,0.1824,0.0583,0.028,0.0869,5.9791,4.8885,0.2348,0.3618,0.3218,0.0228,0.0397,0.052,0.0634,0.0755,0.0895,0.1052,0.1254,0.1593,0.2671,,0.9247,3927340,2112.2613,,FALSE,micro,survey
GNQ,2004,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
ERI,2004,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
IRQ,2004,Middle East & North Africa,MNA,Iraq,IRQ,2004,national,,,,consumption,,,3.768,0.028,0.0047,0.0012,0.0055,10.3503,9.1053,0.1332,0.286,0.2345,0.0395,0.0532,0.0628,0.0712,0.0803,0.0905,0.1026,0.1187,0.1449,0.2363,,586.4968,26313838,3515.3468,,TRUE,micro,extrapolation
MKD,2004,Europe & Central Asia,ECA,North Macedonia,MKD,2004,national,,,,consumption,,,3.283,0.0345,0.0072,0.0027,0.0093,15.4215,12.2261,0.2543,0.3843,0.3337,0.0238,0.0375,0.0485,0.0597,0.0723,0.0859,0.102,0.1229,0.1575,0.2898,,22.1667,2032544,3445.8069,2573.8394,FALSE,micro,survey
SUR,2004,Latin America & Caribbean,LAC,Suriname,SUR,2004,urban,,,,income,,,2.948,0.1936,0.1462,0.1303,0.0752,15.5549,8.138,0.6591,0.5785,0.5464,0,0.0103,0.025,0.0375,0.0546,0.0671,0.083,0.1174,0.1841,0.4211,,2.9343,329467,7309.8503,,TRUE,micro,extrapolation
PSE,2004,Middle East & North Africa,MNA,West Bank and Gaza,PSE,2004,national,,,,consumption,,,3.198,0.0243,0.0054,0.002,0.007,12.8584,10.3194,0.1944,0.3404,0.2951,0.03,0.0451,0.0548,0.0656,0.0754,0.0872,0.1026,0.1219,0.1527,0.2648,,2.0663,3236626,2426.4157,2420.5144,FALSE,micro,survey
MYS,2004,East Asia & Pacific,EAP,Malaysia,MYS,2004,national,,,,income,,,2.93,0.0362,0.0081,0.0028,0.0102,17.1636,,,,,,,,,,,,,,,,1.7269,25190647,7043.7762,3054.1677,TRUE,micro,interpolation
KSV,2004,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
GTM,2004,Latin America & Caribbean,LAC,Guatemala,GTM,2004,national,,,,income,,,2.412,0.1351,0.0472,0.024,0.0697,11.9554,,,,,,,,,,,,,,,,4.4033,12682108,3282.3211,2740.3975,TRUE,micro,interpolation
BRA,2004,Latin America & Caribbean,LAC,Brazil,BRA,2004,national,,,,income,,,3.085,0.1943,0.075,0.0413,0.1159,13.4673,7.3253,0.596,0.5648,0.5605,0.0094,0.0193,0.0277,0.037,0.048,0.062,0.0802,0.108,0.163,0.4454,,2.3274,184006479,7206.2618,4081.9644,FALSE,micro,survey
DMA,2004,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
GRD,2004,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
CRI,2004,Latin America & Caribbean,LAC,Costa Rica,CRI,2004,national,,,,income,,,3.117,0.0775,0.0319,0.0187,0.0488,17.1284,11.1726,0.4318,0.4842,0.4574,0.0128,0.027,0.0373,0.0474,0.0588,0.0725,0.0908,0.1195,0.1681,0.3658,,372.6693,4225156,8395.4011,5071.8134,FALSE,micro,survey
GAB,2004,Sub-Saharan Africa,SSA,Gabon,GAB,2004,national,,,,consumption,,,3.55,0.1988,0.0562,0.0231,0.0749,8.773,6.2319,0.3012,0.4218,0.3641,0.0227,0.0355,0.0455,0.0551,0.0656,0.0781,0.0942,0.1166,0.1553,0.3315,,319.1603,1353788,7507.1314,2205.8338,TRUE,micro,extrapolation
KAZ,2004,Europe & Central Asia,ECA,Kazakhstan,KAZ,2004,national,,,,consumption,,,3.576,0.2038,0.046,0.0157,0.0574,6.7158,5.562,0.1667,0.3184,0.2745,0.0341,0.0479,0.0576,0.0671,0.0773,0.0891,0.1034,0.1219,0.1506,0.251,,125.2634,15012984,6580.885,2825.7668,FALSE,micro,survey
AGO,2004,Sub-Saharan Africa,SSA,Angola,AGO,2004,national,,,,consumption,,,3.021,0.3421,0.1389,0.0754,0.2156,6.8755,,,,,,,,,,,,,,,,107.27,18758138,2900.167,1462.4759,TRUE,micro,interpolation
LBR,2004,Sub-Saharan Africa,SSA,Liberia,LBR,2004,national,,,,consumption,,,3.368,0.8453,0.4241,0.2548,0.6984,2.2547,2.06,0.2366,0.3648,0.296,0.0237,0.0413,0.0537,0.064,0.0752,0.0866,0.1001,0.1205,0.152,0.2829,,47.996,3135654,539.6262,405.8531,TRUE,micro,extrapolation
VCT,2004,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
HND,2004,Latin America & Caribbean,LAC,Honduras,HND,2004,national,,,,income,,,4.739,0.5131,0.2667,0.1745,0.4702,8.6158,4.5684,0.6535,0.5813,0.6103,0.007,0.0164,0.0246,0.0343,0.0462,0.0613,0.0813,0.1114,0.1688,0.4487,,10.8388,7282953,1899.8148,1429.9353,FALSE,micro,survey
THA,2004,East Asia & Pacific,EAP,Thailand,THA,2004,national,,,,consumption,,,3.533,0.108,0.0218,0.0067,0.0265,10.9298,7.6159,0.2995,0.4254,0.3739,0.0253,0.0358,0.0442,0.0533,0.0636,0.0763,0.0932,0.1156,0.1548,0.3379,,13.2873,64995303,4262.5188,2391.0005,FALSE,micro,survey
BOL,2004,Latin America & Caribbean,LAC,Bolivia,BOL,2004,national,,,,income,,,3.722,0.2192,0.0912,0.0543,0.1513,13.1819,7.4574,0.5684,0.5501,0.5032,0.0092,0.0217,0.0311,0.0407,0.0511,0.0631,0.0808,0.1069,0.1563,0.4392,,2.6119,9069044,2131.3071,1511.9,FALSE,micro,survey
JAM,2004,Latin America & Caribbean,LAC,Jamaica,JAM,2004,national,,,,consumption,,,3.951,0.0841,0.021,0.0079,0.027,15.2058,9.9535,0.3486,0.4546,0.4137,0.0206,0.0322,0.0417,0.0506,0.06,0.0722,0.0903,0.1162,0.1586,0.3576,,70.3916,2725017,5120.9294,,FALSE,micro,survey
FJI,2004,East Asia & Pacific,EAP,Fiji,FJI,2004,national,,,,consumption,,,4.447,0.172,0.0424,0.0152,0.0536,10.5749,,,,,,,,,,,,,,,,0.9859,817864,4559.2815,,TRUE,micro,interpolation
EGY,2004,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2004,national,,,,consumption,,,2.134,0.0308,0.0044,0.0011,0.0051,5.8778,,,,,,,,,,,,,,,,4.8435,74172073,2794.4583,2141.7522,TRUE,mixed,interpolation
SRB,2004,Europe & Central Asia,ECA,Serbia,SRB,2004,national,,,,consumption,,,4.928,0.0788,0.0197,0.0079,0.0264,13.6898,10.8757,0.211,0.3547,0.2991,0.0292,0.0437,0.0536,0.0634,0.0733,0.0854,0.1002,0.1209,0.1514,0.2789,,47.9923,7463157,4161.5962,3213.0181,FALSE,micro,survey
TUR,2004,Europe & Central Asia,ECA,Turkiye,TUR,2004,national,,,,consumption,,,4.638,0.164,0.0481,0.0198,0.0633,13.3276,10.1015,0.2937,0.4129,0.3725,0.0204,0.0332,0.0445,0.0561,0.0688,0.0827,0.1002,0.124,0.1618,0.3083,,1.6467,67010930,7194.682,4611.2938,FALSE,micro,survey
